"id","ean","nombre","descripcion","imagen","precio","precio_con_descuento","departamento","categoria","subcategoria"
"08fd30cf-2d92-40c3-a82f-de8cb8c01524","0038629002365",Galletas Troyanas Sabor Vainilla Y Naranja 80 Gr,"   Tipo de producto Galletas   Marca Tres Estrellas   Denominación/Variedad Troyanas Sabor vainilla y naranja   Contenido neto 80 g   Presentación Paquete   País de origen México   Advertencias de almacenamiento Consérvese en lugar fresco y seco   Ingredientes Harina de trigo (gluten), azúcares añadidos (azúcar, jarabe de maíz de alta fructosa, dextrosa), grasa vegetal (tbhq, palmitato de ascorbilo ytocoferoles), cocoa, leche, lecitina de soya, bicarbonato de sodio, sal yodada, saborizantes artificiales, almidón modificado, colorantes artificiales (rojo 40, amarillo 5, amarillo 6, verde 3, azul 1, azul 2) y ácido cítrico   Alérgenos declarados Gluten       Exceso en Exceso calorías. Exceso azúcares. Exceso grasas saturadas. Exceso sodio   Energía por 100 g 457 Kcal   Grasas totales por 100 g 17 g   Carbohidratos totales por 100 g 72 g   Azúcares totales por 100 g 36 g   ",https://hebmx.vtexassets.com/arquivos/ids/620843/544246_image-1689870298.jpg?v=638497801041830000,$12.00,$12.00,Galletas,Dulces,""
e3edd728-d44f-4c6b-a8c3-4568d11d98a0,"8901719907319",Parle Galletas Tipo Sandwich Fab! Fresa 112 g,"   Tipo de producto Galletas tipo sandwich   Marca Parle   Denominación/Variedad Fab! Fresa   Contenido neto 112 g   Presentación Paquete   Advertencias de almacenamiento Consérvese en un lugar seco y fresco   Ingredientes Harina de trigo, azúcar, aceite vegetal (aceite vegetal de palma (contiene tbhq)),chispas sabor chocolate (azúcar, grasa vegetal hidrogenada, sólidos de cacao, lecitina de soya (emulsificante), jarabe de azúcar invertido, sólidos de cacao, bicarbonato de amonio, caramelo clase iv, saborizantes artificiales a chocolates y fresa, lecitina de soya, emulsificante (ésteres diacetil tartáricos y de los ácidos grasos del glicerol) y colorante rojo 3. Contiene: trigo (gluten) y soya. Elaborado en una planta que procesa productos que contienen nueces de árboles y leche   Alérgenos declarados Trigo (gluten), Soya, Nueces de árboles, Leche       Agregados Fresa. Chispas de chocolate   Porción sugerida 30 g   Porciones por envase Sun Jul 03 2022 03:00:00 GMT-0400 (Chile Standard Time)   Proteínas totales por 100 g 1 g   Grasas totales por 100 g 6.5 g   Azúcares totales por 100 g 12 g   Sodio por 100 g 40 mg   ",https://hebmx.vtexassets.com/arquivos/ids/658117/690662_1961308440.jpg?v=638521681666770000,$16.50,$16.50,Galletas,Dulces,""
dd7df3e9-90c0-4f4d-a8b2-9b00bd44aded,"8901719907296",Parle Galletas Tipo Sandwich Fab! Vainilla 112 g,   Tipo de producto Galletas tipo sandwich   Marca Parle   Denominación/Variedad Fab! Vainilla   Contenido neto 112 g   Presentación Paquete   Advertencias de almacenamiento Consérvese en un lugar seco y fresco       Agregados Vainilla   Proteínas totales por 100 g 1 g   Grasas totales por 100 g 65 g   Carbohidratos totales por 100 g 21 g   Azúcares totales por 100 g 12 g   Sodio por 100 g 40 mg   ,https://hebmx.vtexassets.com/arquivos/ids/658115/690660_537045636.jpg?v=638521681663800000,$16.50,$16.50,Galletas,Dulces,""
"76c54eea-f42e-4e07-9e07-bc2a436c478c","0400003412310",Contenedor de Acero Inoxidable 450ml 1 Pz,"",https://hebmx.vtexassets.com/arquivos/ids/756561/873617_image-1662339289.jpg?v=638498092614100000,$251.00,$251.00,Cocina,Organización de Cocina,""
de6d1317-6ce4-4912-aa15-29ef2d050451,"6939663900072",Termómetro Digital Mt201c 1 Pz,"   Tipo de producto Termómetro digital   Marca Neutek   Modelo MT201C       Memoria de medición Sí   Alimentación 1 batería de 1.5 V (SR41, UCC, 392, LR41)   Unidades por paquete 1   ",https://hebmx.vtexassets.com/arquivos/ids/707577/799456-1_image.jpg?v=638521755748000000,$59.00,$59.00,Farmacia,Termómetros,""
"81e7d95c-ebdf-43cb-a0d4-8fe706814212","937403",Mickey Telescopio Espia 1 Pz,"¡Embárcate en una aventura pirata con el Telescopio espía de Mickey, mide 13 pulgadas (32 cm), es expandible e incluye un mapa del tesoro pirata giratorio! al girarlo escucharás las frases de Mickey. Explora y descubre tesoros ocultos mientras te sumerges en el emocionante mundo de los piratas junto a Mickey Mouse.  Es ideales para niños de 3 años en adelante. Requiere 3 baterias LR44 (incluidas).",https://hebmx.vtexassets.com/arquivos/ids/819177/937403_1_image-1697462527.jpg?v=638498505887370000,$749.00,$749.00,Juguetes,Preescolar,""
"2e950c53-ec7f-4a12-9ad9-b62390765e2f","0041220247677",HEB Papas Fritas Kettle Original 255 g,"   Tipo de producto Papas fritas   Marca HEB   Denominación/Variedad Kettle Original   Contenido neto 227 g   Presentación Bolsa   Advertencias de almacenamiento Consérvese en un lugar fresco y seco   Ingredientes Papa, aceite vegetal comestible (contiene uno o más de los siguientes aceites: algodón, girasol, cartamo), sal   Denominación dietética Libre de gluten. Sin saborizantes ni colorantes artificiales       Energía por 100 g 514.2 Kcal   Proteínas totales por 100 g 7.1 g   Grasas totales por 100 g 28.6 g   Carbohidratos totales por 100 g 57.1 g   Azúcares totales por 100 g 0 g   Sodio por 100 g 428.6 mg   ",https://hebmx.vtexassets.com/arquivos/ids/587934/306762_image.png?v=638497722904400000,$56.50,$56.50,Botanas,Papas y Frituras,""
"4c608937-060d-4cc1-a0b4-1b88f4d31412","7501008739440",Cuetara Galletas Canela 145 g,"",https://hebmx.vtexassets.com/arquivos/ids/653175/673985_1227777674.jpg?v=638520858395570000,$9.00,$9.00,Galletas,Dulces,""
"95657406-e3ec-403d-8429-95ae7b288aa5","7501049714604",Cytotec 200 Mcg 28 Tab Misoprostol 28 Pz,"   Tipo de producto Gastrointestinal   Laboratorio Pfizer   Nombre del medicamento Cytotec       Contenido neto 28 tabletas   Vía de administración Vía oral   Formato Tabletas   Indicación Indicada para co-administración con medicamentos anti-inflamatorios no esteroides para el tratamiento y prevención de úlceras gástricas y duodenales, lesiones hemorrágicas y erosiones inducidas por anti-inflamatorios no esteroides. Tratamiento de úlceras gástricas y duodenales activas. Tratamiento de gastroduodenitis erosiva asociada con enfermedad de úlcera péptica   Legal La venta de medicamentos requiere receta médica, consulte a su médico   Advertencias de uso Contraindicado en mujeres embarazadas debido a que induce contracciones uterinas y está asociado con el aborto, nacimientos prematuros, muerte fetal y defectos de nacimiento. Misoprostol es rápidamente metabolizado en la madre a misoprostol ácido, el cual es biológicamente activo y es excretado en la leche materna. No debe ser administrado a madres en etapa de lactancia, debido a que la excreción del misoprostol ácido podría ocasionar efectos indeseables como diarrea en infantes que estén recibiendo lactancia materna   Ingrediente activo Misoprostol 200 mcg   Excipientes cbp 1 tableta   Unidades por paquete 28   ",https://hebmx.vtexassets.com/arquivos/ids/585551/28942_1731911750.jpg?v=638521530359830000,"$4,219.00","$4,219.00",Farmacia,Gastrointestinales,""
"60a271c7-9449-4006-b433-9ddce60a6f76","0078915065896","Progressive Recipiente que Ajusta, Sella y Conserva Verdura","

Tipo de producto
Recipiente conservador
Marca
Progressive 
Modelo
PS-2101
Número de piezas
1
Medida
16 cm x 16 cm x 2 cm
Material
Plástico
Color
Morado
 ",https://hebmx.vtexassets.com/arquivos/ids/782271/920640_image-1715749201.jpg?v=638514593167830000,$339.00,$339.00,Cocina,Plásticos,""
c830305c-1ef7-4da2-bc75-848242f2d579,"7509048361355",Lapicera Fulanitos Shiba Rosa 1 Pz,"",https://hebmx.vtexassets.com/arquivos/ids/667154/717755_105790863.png?v=638497903343700000,$205.00,$205.00,Papelería,Lapiceras,""
f66d806e-7e62-4c89-a24d-52e17ec44070,"7509048337817",Lapicera Halo Terma Blanco 1 Pz,"",https://hebmx.vtexassets.com/arquivos/ids/667156/717762_330717282.png?v=638497903349000000,$246.00,$246.00,Papelería,Lapiceras,""
"7933831e-7c51-4591-95f2-dec0496a3ce3","7509048361096",Lapicera Snoopy Colory Morado 1 Pz,"",https://hebmx.vtexassets.com/arquivos/ids/667162/717788_884914074.png?v=638497903364000000,$256.00,$256.00,Papelería,Lapiceras,""
